County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,FCC Issued,EBT/SNAP,FCC Accepted,Location Points
Franklin,Tupper Lake Farmers' Market,Wild Center Museum 46 Museum Dr,46 Museum Dr,Tupper Lake,NY,12986,Vicky Rayl,5186517680,http://www.adirondackfarmersmarket.com,Thursday  10am-2pm,June 9-September 22,Y,M,44.21956,-74.43693,N,Y,Y,"(44.21956, -74.43693)"
Fulton,Gloversville Farmers' Market,"Elm Street Pavilion, btwn Church & Spring Sts.",9 Elm Street,Gloversville,NY,12078,Michael Tillson,5188829306,http://www.fmfma.org,Sat  8:30am-12:30pm,May 7-October 15,Y,P/M,43.052604,-74.345796,N,Y,Y,"(43.052604, -74.345796)"
Fulton,Johnstown Farmers' Market,City Park W Main St.,Main and William,Johnstown,NY,12095,Michael Tillson,5188829306,http://www.fmfma.org,Tuesday  3pm-6pm,June 14-October 18,Y,M,43.00636,-74.37421,N,Y,Y,"(43.00636, -74.37421)"
Fulton,Northville Farmers' Market,"Waterfront Park, S. Main St., behind Timeless Tavern",162 South Main St,Northville,NY,12134,Wendy Reu,5188634211,http://www.villageofnorthville.com/events/,Fri  2pm-5pm,May 27-October 9,N,P/M,43.22568,-74.17102,N,N,Y,"(43.22568, -74.17102)"
Genesee,Curbside Market - 400 Towers,400 East Main St. Batavia,400 East Main St.,Batavia,NY,14020,Mitch Gruber,5853283380,,Monday 11am-11:40am,July-November,Y,M,42.99659,-78.17634,N,Y,Y,"(42.99659, -78.17634)"
Genesee,Curbside Market-Gillam Grant Comm Ctr,6966 W. Bergen Rd. Bergen,6966 W Bergen Road,Bergen,NY,14416,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  10am-10:30am,July-November,Y,M,43.0771,-78.00657,N,Y,Y,"(43.0771, -78.00657)"
Genesee,Genesee Country Farmers' Market,Downtown Batavia Market Bank St. & Alva Place,Bank St and Alva Place,Batavia,NY,14020,Michael Bakos,7168664958,,Tue/Thu/Fri  9am-5pm,June 10-October 28,Y,M,42.99905,-78.18151,Y,Y,Y,"(42.99905, -78.18151)"
Genesee,Leon Halat Jr Farm Stand,8282 Park Rd. Batavia,8282 Park Rd.,Batavia,NY,14020,Leon Halat Jr,7164744573,,Tue-Sat  9:30am-5pm,June 10-December 23,Y,M/X,43.01245,-78.2021,N,N,Y,"(43.01245, -78.2021)"
Genesee,LeRoy Farmers' Market,Trigon Park Route 5 (Main St.),Trigon Park,Le Roy,NY,14482,Sharon Jeary,5857682527,http://www.villageofleroy.org,Saturday  9am-12:30pm,June 25-October 15,Y,M,42.97756,-77.98592,N,N,Y,"(42.97756, -77.98592)"
Greene,Black Horse Farms Farm Stand,10094 Rt. 9W,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,"Daily  8am-6pm, closed Dec 25-Mar 26, 9am-5pm",Year-round,Y,YR,42.30634,-73.85043,N,Y,Y,"(42.30634, -73.85043)"
Greene,Bulich Creekside Farm Farm Stand,1682 Route 23B,1682 Route 23B,Leeds,NY,12451,Ron Bulich,5182912449,,"Mon-Fri  12pm-6pm, Sat/Sun 10am-6pm",May 10-October 31,Y,P/M,42.26297,-73.92541,N,N,Y,"(42.26297, -73.92541)"
Greene,Catskill Farmers' Market,344 Main St. Catskill,344 Main St.,Catskill,NY,12414,Rebecca Van Alstyne,5187198244,http://www.catskillcommunitycenter.org,Friday  4pm-7pm,June 3-October 14,Y,M,42.21821,-73.86507,N,N,Y,"(42.21821, -73.86507)"
Greene,Coxsackie Farmers' Market,Coxsackie Boat Launch 1 Betke Blvd,1 Betke Boulevard,Coxsackie,NY,12051,Kimberly Bender,5183303008,http://www.coxsackiefarmersmarket.org,Wednesday  4pm-7pm,May 18-September 28,Y,P/M,42.3525,-73.79622,N,N,Y,"(42.3525, -73.79622)"
Hamilton,Indian Lake Community Farmers' Market,Parking lot at the intersection of Routes 28 & 30 Indian Lake,Route 28 and Route 30,Indian Lake,NY,12842,Brenda Valentine,5186485636,,Saturday  10am-2pm,July 2-September 24,N,M,43.78247,-74.26541,N,N,Y,"(43.78247, -74.26541)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 23-September 15,Y,M,43.49679,-74.36073,N,N,Y,"(43.49679, -74.36073)"
Herkimer,Dolgeville Farmers' Market,Municipal Parking Lot between Main and Helmer,55 North Main Street,Dolgeville,NY,13329,Joseph Jablonski,3157177710,http://farmersmarketherkimerhealthnet.com/dolgeville,Saturday  9am-1pm,May 21-October 29,Y,P/M,43.10413,-74.77077,N,N,Y,"(43.10413, -74.77077)"
Herkimer,Dolgeville WINTER Farmers'  Market,78 South Main Street Askarada Place,78 South Main Street,Dolgeville,NY,13329,Dean Foreman,5187289602,,1st and 3rd Sats  9am-1pm,November 19-April 15,N,M/X/W/P,43.09993,-74.77387,N,N,Y,"(43.09993, -74.77387)"
Herkimer,Ilion Farmers' Market,"Clapsaddle Farm heated barns  , 437 Otsego St. (State Rt 51 S)",437 Otsego St,Ilion,NY,13357,James Parker,3158944660,http://farmmarket.herkimerhealthnet.com/ilion.html,"Friday  12pm-6pm, Saturday  10am-5pm",Year-round,Y,YR,43.00028,-75.04423,N,Y,Y,"(43.00028, -75.04423)"
Herkimer,Little Falls Farmers' & Flea Market,"M&T Bank parking lot, Albany St.",Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-1pm,May 7-November 19,Y,P/M,43.04284,-74.85828,N,N,Y,"(43.04284, -74.85828)"
Herkimer,Little Falls WINTER Farmers Market,Travelodge 20 Albany St.,20 Albany St.,Little Falls,NY,13365,Michael Skwara,3159850088,,2nd & 4th Sat  9am-1pm,November-April,N,M/X/W/P,43.042006,-74.859812,N,N,Y,"(43.042006, -74.859812)"
Herkimer,MAWS Farm Stand,"7342 Main Street , Newport",7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088,http://www.mawsfarm.com,"Mon-Sat  10am-6pm, Sunday  12pm-6pm, Hours change Nov 1",Year-round,Y,YR,43.18096,-75.01054,N,Y,Y,"(43.18096, -75.01054)"
Herkimer,Old Forge Farmers' Market,Park Ave Lamberion st behind Old Forge Hardware,Crosby Blvd and Park Ave,Old Forge,NY,13420,Nicholas Rose,3153693353,http://www.cap-21.org,Friday  1pm-5pm,June 24-October 7,Y,M,43.70893,-74.97286,N,Y,Y,"(43.70893, -74.97286)"
Herkimer,Salisbury Farmers' Market,Town Hall Parking Lot 126 State Route 29A,126 State Route 29A,Salisbury Center,NY,13329,Gina Thompson,3154299102,,Friday  9am-1pm,May 27-October 14,Y,P/M,43.14304,-74.78544,N,N,Y,"(43.14304, -74.78544)"
Jefferson,Alexandria Bay Farmers' Market,Kinney Drugs Route 12,21 Route 12,Alexandria Bay,NY,13607,Keri Jobson,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 20-September 16,N,P/M,44.33191,-75.91425,N,N,Y,"(44.33191, -75.91425)"
Jefferson,Black River Farmers' Market,"Sally Ploof Hunter Library, 101 Public Works Drive Black River",101 Public Works Drive,Black River,NY,13612,Shawn Hunt,3157735163,,Tuesday  11am-6pm,June 21-September 13,Y,M,44.01594,-75.78625,N,N,Y,"(44.01594, -75.78625)"
Jefferson,Bushgardens Farm Stand,"10371 NYS Route 26, Carthage",10371 NYS Route 26,Carthage,NY,13619,Loren Bush,3157836745,,"M/T/Th/Sat/Sun  6a-9p, Wed/Fri  3pm-8pm",May 15-November 1,Y,P/M,43.91954,-75.58686,N,Y,Y,"(43.91954, -75.58686)"
Jefferson,Cape Vincent Farmers' Market,Village Green Gouvello St.,Broadway St and James St,Cape Vincent,NY,13618,Shelley Higgins,3156542481,http://www.capevincent.org,Saturday  10am-4pm,June 18-October 8,Y,M,44.12838,-76.33472,N,N,Y,"(44.12838, -76.33472)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",215 Spring St,Carthage,NY,13619,Lori Boland,3154933590,http://www.carthageny.com,Friday  7am-2pm,May 27-October 28,Y,P/M,43.97798,-75.61225,N,N,Y,"(43.97798, -75.61225)"
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle,615 East Line Road,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000island-clayton.com,Thursday  11am-5pm,June 2-October 15,Y,M,44.2298,-76.07713,N,N,Y,"(44.2298, -76.07713)"
Jefferson,Little m Farm,16611 County Route 64 Watertown,16611 County Rd 64,Watertown,NY,13601,Gail Millard,3154089752,,Tue-Sun  9am-6pm,April 30-November 20,N,P/M,43.90772,-75.97562,N,Y,Y,"(43.90772, -75.97562)"
Jefferson,MDC Show & Market Hogs Farm Stand,"39449 County Rd. 24, Antwerp",39449 County Rd. 24,Antwert,NY,13608,Gerard Marshall,3152211193,,"Mon-Sat  9am-9pm, Sunday  10am-6pm",May 15-November 1,Y,P/M,44.23889,-75.6159,N,N,Y,"(44.23889, -75.6159)"
Jefferson,The Cheese Store Farmers' Market,"19401 NYS Rt. 3 Outer Arsenal St., Jefferson Bulk Milk Co-op Watertown",19401 NYS Route 3,Watertown,NY,13601,Brian Gorman,3157885257,http://www.jeffersonbulkmilk.com,Friday  2:30pm-6:30pm,May 27-October 7,Y,P/M,43.96978,-75.98608,N,N,Y,"(43.96978, -75.98608)"
Jefferson,Tickle the Earth Farm Stand,13501 County Route 155,13501 County Route 155,Adams Center,NY,13606,Almeda Grandjean,3155835660,,Daily  11am-5pm,May -October,N,P/M,43.88524,-75.94957,N,Y,Y,"(43.88524, -75.94957)"
Jefferson,Watertown Farm & Craft Market,317 Washington St. Dulles State Office Bldg.,317 Washington Street,Watertown,NY,13601,Kylie Peck,,http://www.watertownny.com,Wed  6:30am-3:30pm,May 25-October 5,Y,P/M,43.97173,-75.91116,Y,Y,Y,"(43.97173, -75.91116)"
Jefferson,Watertown Saturday Farmers' Market,Pavilion at J.B. Wise 175 Black River Pkway,175 Black River Parkway,Watertown,NY,13601,Kathleen Mereand,3157829339,https://www.facebook.com/Watertown-Saturday-Farmers-Market-106662177762/,Saturday  9am-2pm,June 4-October 15,Y,M,43.97651,-75.90988,N,Y,Y,"(43.97651, -75.90988)"
Jefferson,Windswept Meadows Farm Stand,17025 Cty Rt 68 Watertown,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933,http://www.keeneyswindsweptmeadowsfarm.com,Daily  7am-9pm,July 1-Oct 31,Y,M,43.91784,-75.87206,N,Y,Y,"(43.91784, -75.87206)"
Kings,Bartel-Pritchard Square Greenmarket,"Prospect Park West at 15th St. , Inside park entrance",Prospect Park West and 14th Street,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wed/Sun  8am-3pm,Year-round,Y,YR,40.66094,-73.97979,N,Y,Y,"(40.66094, -73.97979)"
Kings,Bay Ridge Greenmarket,3rd Ave. & 95th St. inside Walgreen's parking lot,Third Ave and 95th St,Brooklyn,NY,11209,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 7-November 19,Y,P/M,40.61724,-74.03362,N,Y,Y,"(40.61724, -74.03362)"
Kings,Bensonhurst Greenmarket,18th Ave. btwn 81st & 82nd Sts.,8100 18th Ave,Brooklyn,NY,11214,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 5-November 20,Y,M,40.60958,-73.99944,N,Y,Y,"(40.60958, -73.99944)"
Kings,Boro Park Greenmarket,14th Ave. btwn 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 7-November 17,Y,M,40.6337,-73.98992,N,Y,Y,"(40.6337, -73.98992)"
Kings,Brooklyn Borough Hall Greenmarket,Court & Montague Sts. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tue/Thu/Sat  8am-5pm,Year-round,Y,YR,40.69375,-73.99047,N,Y,Y,"(40.69375, -73.99047)"
Kings,Brownsville Pitkin Youthmarket,Pitkin Ave. Between Thomas Boyland & Amboy Streets,Pitkin Ave. between Thomas Boyland and Amboy Streets,Brooklyn,NY,11212,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Saturday 10am-3pm,July 9-November 19,Y,M,40.69245,-73.99036,N,Y,Y,"(40.69245, -73.99036)"
Kings,Brownsville Rockaway Youthmarket,Rockaway Ave btwn Livonia & Dumont Aves.,Rockaway Ave and Livonia Ave,Brooklyn,NY,11212,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Friday  12pm-5pm,July 8-November 18,Y,M,40.66255,-73.90895,N,Y,Y,"(40.66255, -73.90895)"
Kings,Bushwick Broadway Farmers' Market,Broadway and Boyland St.,Broadway and Thomas S Boyland Street,Brooklyn,NY,11385,Sean-Michael Fleming,6463939305,http://www.bushwickfarmersmarket.org,Thursday  9am-3pm,June 30-November 17,Y,M,40.6853,-73.91473,N,Y,Y,"(40.6853, -73.91473)"
Kings,Bushwick Maria Hernandez Farmers' Market,Maria Hernandez Park Knickerbocker Ave. at Starr St.,Knickerbocker Ave and Starr St,Brooklyn,NY,11237,Sean-Michael Fleming,6463939305,http://www.bushwickfarmersmarket.org,Saturday  9am-3pm,June 25-November 19,Y,M,40.70281,-73.92539,N,Y,Y,"(40.70281, -73.92539)"
Kings,Carroll Gardens Greenmarket,Carroll St. btwn Smith & Court Sts.,Carroll St and Court St,Brooklyn,NY,11231,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,Y,YR,40.68106,-73.99653,N,Y,Y,"(40.68106, -73.99653)"
Kings,Coney Island Farm Stand,Surf Ave. & W. 16th St.,Surf Ave and West 16th Street,Brooklyn,NY,11224,Rocco Brescia,9178739261,http://www.astelladevelopment.org,Sunday  9am-3pm,July 12-November 22,Y,M,40.57542,-73.98337,N,Y,Y,"(40.57542, -73.98337)"
Kings,Cortelyou Greenmarket,Cortelyou Rd. btwn Argyle & Rugby Rds.,1399 Cortelyou Rd,Brooklyn,NY,11226,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,Y,YR,40.64044,-73.96617,N,Y,Y,"(40.64044, -73.96617)"
Kings,Cypress Hills Youthmarket,Fulton St. btwn Richmond & Logan Sts.,Fulton St. and Logan St.,Brooklyn,NY,11208,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Friday  11am-6pm,July 8-November 18,Y,M,40.68206,-73.87788,N,Y,Y,"(40.68206, -73.87788)"
Kings,East New York Farmers' Market I,"United Comm. Centers, Schenck Ave, btwn New Lots & Livonia",613 New Lots Ave,Brooklyn,NY,11207,Ana Aguirre,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 25-November 26,Y,M,40.6647,-73.88659,N,Y,Y,"(40.6647, -73.88659)"
Kings,East New York Farmers' Market II,New Lots & Georgia Aves.,New Lots Ave and Georgia Ave,Brooklyn,NY,11207,Ana Aguirre,7186497979,http://www.eastnewyorkfarms.org,Wed  3:30pm- 6:30pm,July 6-October 26,Y,M,40.66075,-73.8955,N,Y,Y,"(40.66075, -73.8955)"
Kings,Flatbush Junction Youthmarket,Flatbush & Nostrand Aves.,Flatbush Ave and Nostrand Ave,Brooklyn,NY,11210,Kori Petrovic,2127887476,http://www.grownyc.org/greenmarket,Saturday  8:30am-3pm,July 9-November 19,Y,M,40.63286,-73.9477,N,Y,Y,"(40.63286, -73.9477)"
Kings,Fort Greene Park Greenmarket,Washington Park btwn Dekalb Ave. & Willoughby St.,Washington Park and DeKalb Ave,Brooklyn,NY,11205,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,Y,YR,40.68962,-73.97313,N,Y,Y,"(40.68962, -73.97313)"
Kings,Graham Avenue Farmers' Market,Cook St. & Graham Ave.,Graham Ave and Cook St,Brooklyn,NY,11206,Betty Cooney,7183876643,http://www.grahamavenuebid.net,Saturday  8am-4:30pm,July 2-October 29,Y,M,40.70235,-73.94238,N,Y,Y,"(40.70235, -73.94238)"
Kings,Grand Army Plaza Greenmarket,Flatbush Ave. & Prospect Park West,Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,Y,YR,40.67412,-73.9695,N,Y,Y,"(40.67412, -73.9695)"
Kings,H.S. for Public Service Youth Farm Farmers' Market,600 Kingston Ave.,600 Kingston Ave,Brooklyn,NY,11203,Steve Frillman,2125942155,http://www.theyouthfarm.org,Wed  2:30pm-6:30pm,June 22-October 26,Y,M,40.65866,-73.94384,N,Y,Y,"(40.65866, -73.94384)"
Kings,Harvest Home Clinton Hills Farmers' Market,"Lafayette St., Btwn Washington & Waverly Aves.",267 Lafayette St,Brooklyn,NY,11238,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tuesday  8am-4pm,July 5-November 22,Y,M,40.6882,-73.96615,N,Y,Y,"(40.6882, -73.96615)"
Kings,Harvest Home Coney Island Farmers' Market,Ocean Parkway btwn Ave. Z & Shore Rd.,Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed/Fri  8am-4pm,June 15-November 23,Y,M,40.58669,-73.96578,N,Y,Y,"(40.58669, -73.96578)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,Clarkson Ave btwn E 37th & E 38th Sts.,511 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 8-November 23,Y,M,40.65588,-73.94245,N,Y,Y,"(40.65588, -73.94245)"
Kings,Harvest Home Marcy Park Farmers' Market,Myrtle & Marcy Aves.,Myrtle Ave and Marcy Ave,Brooklyn,NY,11206,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,Y,M,40.69537,-73.94922,N,Y,Y,"(40.69537, -73.94922)"
Kings,Hattie Carthan After Church Farmers' Market,49 Van Buren St. Hattie Carthan Herban Farm,49 Van Buren St,Brooklyn,NY,11221,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,August 2-November 22,Y,M,40.69024,-73.94359,N,Y,Y,"(40.69024, -73.94359)"
Kings,Hattie Carthan Community Farmers' Market,363-365 Clifton Pl. Nostrand & Marcy Aves.,365 Clifton Pl,Brooklyn,NY,11216,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 11-November 21,Y,M,40.68965,-73.94879,N,Y,Y,"(40.68965, -73.94879)"
Kings,Isabahlia Farmers' Market,Powell Street Garden 410 Livonia Ave.,410 Livonia Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,http://www.isabahlialoefinc.org,Saturday  8am-4pm,June 25-October 29,Y,M,40.66353,-73.90226,N,Y,Y,"(40.66353, -73.90226)"
Kings,Isabahlia WINTER Farmers' Market,93 New Lots Ave.,93 New Lots Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,,Saturday  8am-1pm,November 5-December 16,N,M/X,40.65817,-73.90181,N,Y,Y,"(40.65817, -73.90181)"
Kings,Kensington Youthmarket,Ft. Hamilton Pkwy btwn E. 4th & E. 5th Sts.,Fort Hamilton Pkwy and East 5th St,Brooklyn,NY,11218,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Saturday  8am-4pm,June 4-November 19,Y,M,40.64917,-73.97659,N,Y,Y,"(40.64917, -73.97659)"
Kings,Live Market Farmers' Market,Farragut Rd. btwn Albany Ave and E 40th St.,Farragut Rd. and East 40th Street,Brooklyn,NY,11203,Shahkeem Williams,3476093731,,Sunday  8am-3pm,July 10-November 27,Y,M,40.63685,-73.93849,N,N,Y,"(40.63685, -73.93849)"
Kings,Malcolm X Blvd. Community Farmers' Market,Jackie Robinson Park btwn Chauncy & Marion Sts.,Malcolm X Blvd and Marion St,Brooklyn,NY,11233,Rev. Robert Jackson,9173016747,http://www.brooklynrescuemission.org,Saturday  8am-3pm,July 16-November 12,Y,M,40.67975,-73.92865,N,Y,Y,"(40.67975, -73.92865)"
Kings,Marcy Plaza Community Farmers' Market,Marcy Plaza & Fulton St.,1368 Fulton Street,Brooklyn,NY,11216,Rev. Robert Jackson,9173016747,http://www.brooklynrescuemission.org,Wednesday  11am-6pm,July 6-November 16,Y,M,40.68007,-73.94565,N,Y,Y,"(40.68007, -73.94565)"
Kings,McCarren Park Greenmarket,Union Ave btwn Driggs Ave & N 12th St,N 12th Street and Driggs Ave,Brooklyn,NY,11222,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,Y,YR,40.72046,-73.95269,N,Y,Y,"(40.72046, -73.95269)"
Kings,McGolrick Park Farmers' Market,Inside McGolrick Park near Pavilion,103 Russel Street,Brooklyn,NY,11222,Frankie Rowland,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-4pm,April 24-November 20,Y,P/M,40.72405,-73.94428,N,Y,Y,"(40.72405, -73.94428)"
Kings,McGolrick Park WINTER Farmers' Market,"Park Church Co-op , 129 Russell St.",129 Russell St.,Brooklyn,NY,11222,Frankie Rowland,9149234837,http://www.downtoearthmarkets.com,"Sunday  11am-4pm, Monthly  Jan-Mar",January 8-May 28,N,M/X/W/P,40.72481,-73.94467,N,Y,Y,"(40.72481, -73.94467)"
Kings,Park Slope Sunday Farmers' Market,Fourth Street off Fifth Ave.  near PS 51,Fourth Street and Fifth Avenue,Brooklyn,NY,11215,Emily Grayson,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-5pm,Year-round,Y,YR,40.6722,-73.98379,N,Y,Y,"(40.6722, -73.98379)"
Kings,Park Slope Wednesday Farmers' Market,4th St. at 5th Ave. in front of Washington Park,4th Street at 5th Avenue,Brooklyn,NY,11215,Emily Grayson,9149234837,http://www.downtoearthmarkets.com,Wednesday  3pm-7pm,May 11-November 16,Y,P/M,40.6722,-73.98379,N,Y,Y,"(40.6722, -73.98379)"
Kings,Parkside Greenmarket,Parkside & Ocean Ave.  Brooklyn,Parkside Ave. & Ocean Ave.,Brooklyn,NY,11226,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-4pm,June 12-November 20,Y,M,40.655116,-73.961895,N,Y,Y,"(40.655116, -73.961895)"
Kings,Pitkin-Verde Farmers' Market,2094 Pitkin Ave. Brooklyn,2094 Pitkin Ave,Brooklyn,NY,11207,Aida Castillo,9178938801,http://www.cypresshills.org,Tuesday  9am-5pm,June 21-November 22,Y,M,40.67175,-73.89525,N,Y,Y,"(40.67175, -73.89525)"
Kings,Project EATS Brooklyn Museum Farm Stand,200 Eastern Parkway,200 Eastern Parkway,Brooklyn,NY,11238,Matt Linder,2126121528,http://www.projectEATS.org,Thursday  2pm-7pm,May 19-November 23,Y,P/M,40.67115,-73.96348,N,Y,Y,"(40.67115, -73.96348)"
Kings,Project EATS Marcus Garvey Village Farm Stand,300 Chester St. (at Dumont Ave),300 Chester Street,Brooklyn,NY,11212,Matt Linder,2126121528,http://www.projectEATS.org,Tues  2pm-6pm,May 31-November 29,Y,P/M,40.66432,-73.91036,N,Y,Y,"(40.66432, -73.91036)"
Kings,Red Hook Farm Stand,580 Columbia St. across from IKEA,580 Columbia St,Brooklyn,NY,11231,Corey Blant,7185015394,http://www.added-value.org/farmers-market,Saturday  8am-3pm,June 18-November 19,Y,M,40.67198,-74.00901,N,Y,Y,"(40.67198, -74.00901)"
Kings,Saratoga Farm Stand,Saratoga Ave. & Fulton Street,2048 Saratoga Ave,Brooklyn,NY,11233,Jenny Marks,9143305191,http://bedstuyagainsthunger.org,Saturday  10am-2pm,July 18-November 19,Y,M,40.678507,-73.915944,N,N,Y,"(40.678507, -73.915944)"
Kings,Sunset Park Greenmarket,4th Ave. btwn 59th & 60th Sts.,4th Ave and 60th St,Brooklyn,NY,11220,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,July 9-November 19,Y,M,40.64081,-74.01836,N,Y,Y,"(40.64081, -74.01836)"
Kings,Urban Oasis Farm Stand,"Kingsboro Psychiatric Center,, 681 Clarkson Ave. btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Michelle Almonte,7182217907,,Wednesday  2pm-5:30pm,June 29-November 9,Y,M,40.65621,-73.93741,N,Y,Y,"(40.65621, -73.93741)"
Kings,Williamsburg Greenmarket,Taylor St btwn Bedford & Lee Aves.,199 Taylor St,Brooklyn,NY,11211,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,July 7-November 17,Y,M,40.70643,-73.96211,N,Y,Y,"(40.70643, -73.96211)"
Lewis,Colwell's Farm Stand and Garden Center,"6007 State Route 12 , Glenfield",6007 State Route 12,Glenfield,NY,13343,Michael & Violet Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sunday  9am-6pm",April 1-December 25,Y,P/M/X,43.71844,-75.41148,N,Y,Y,"(43.71844, -75.41148)"
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St.  Lowville, near Children's Clinic back parking lot",7785 North State St,Lowville,NY,13367,Tina Schell,3153765087,http://www.lcgh.net,Thursday  11am-3pm,June 23-September 29,Y,M,43.79521,-75.49955,N,Y,Y,"(43.79521, -75.49955)"
Lewis,Lowville Farmers' Market,Lewis County Fairgrounds 5473 Bostwick St.,5473 Bostwick Street,Lowville,NY,13367,Chris Bush,3157838642,,Saturday  8am-2pm,May-October,Y,P/M,43.79319,-75.4909,Y,Y,Y,"(43.79319, -75.4909)"
Lewis,Lyons Falls Farmers' Market,Riverside Park 6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Liz Clair,3153486135,http://www.lyonsfallsalive.org,Tuesday  12pm-5pm,June 21-October 11,Y,M,43.61458,-75.3562,N,N,Y,"(43.61458, -75.3562)"
Livingston,Curbside Market-Rotating,rotating locations for WIC clinics and Congregate Meal Sites,2 Murray Hill Drive,Mt. Morris,NY,14510,Mitch Gruber,5853283380,http://www.foodlinkny.org,Contact market for times and locations,July-September,Y,M,42.732804,-77.884454,N,Y,Y,"(42.732804, -77.884454)"
Livingston,Curbside Market-Tri County Family Med,60 Red Jacket St. Dansville,60 Red Jacket Street,Dansville,NY,14437,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  10am-10:45am,July-November,Y,M,42.55055,-77.69462,N,Y,Y,"(42.55055, -77.69462)"
Livingston,Dansville Farmers' Market,100 Maple Ave.,100 Maple St,Dansville,NY,14437,Gary Roth,5853352963,http://ragingwindsfarmmarket.com/?page_id=9,Friday  11am-4pm,May 20-October 7,Y,P/M,42.56598,-77.70782,N,Y,Y,"(42.56598, -77.70782)"
Livingston,Geneseo Farmers' Market,Center St. & Main St.,Main St and Center St,Geneseo,NY,14454,Cate Concannon,5858804456,http://www.geneseofarmersmarket.org,Thursday  3pm-6:30pm,June 23-October 20,Y,M,42.79624,-77.81679,Y,Y,Y,"(42.79624, -77.81679)"
Livingston,Lima Presbyterian Church Farmers' Market,"7295 W. Main St., Corner of  Route 15A & Routes 20 & 5",7295 W. Main St.,Lima,NY,14485,Suzanne Muehleisen,5857529238,http://www.limapreschurch.org,Tuesday  3pm-6pm,June 14-October 25,Y,M,42.90496,-77.61175,N,N,Y,"(42.90496, -77.61175)"
